text,label
hei bajingan dasar kafir penyembah berhala nih,Hate Speech
hei keparat dasar ras itu rendahan dari sananya sih,Hate Speech
lo tau ga tai lo minta diinjek mukanya nih,Abusive
oi tai dasar orang itu menguasai ekonomi kita kan,Hate Speech
lo tau ga duh lupa ada meeting pagi ini sih,Normal
eh bangsat lo seksi parah bikin susah fokus nih,Harassment
eh gila tagihan listrik naik lagi bulan ini,Normal
hei kampret lo nyari masalah sama orang salah serius,Abusive
lo tau ga anjing orang dari sana emang jorok banget,Hate Speech
oi tai perempuan jaman sekarang kebablasan loh,Harassment
dengerin gue anjing dasar kafir punya agama sesat parah,Hate Speech
oi goblok lo nyari mati ya ganggu gue ya,Abusive
cuy goblok dasar keturunan mereka pembawa sial cok,Hate Speech
dengerin gue astagfirullah lupa makan dari tadi beneran,Normal
bro kampret kehujanan ga bawa payung anjir,Normal
kontol perempuan itu ujungnya tetap butuh pria kan,Harassment
lo tau ga tai dasar golongan itu ga bisa dipercaya kan,Hate Speech
gue bilang duh lupa bawa dompet kampret bro,Normal
dengerin gue tai perempuan berkarir itu ninggalin keluarga parah,Harassment
hei duh lupa ada meeting pagi ini loh,Normal
brengsek minta dihajar sampai cacat oi,Abusive
bro jancok berani lawan gue? nyawa lo taruhan loh,Abusive
lo tau ga sialan gerobak es krim udah pergi emang,Normal
cuy tai berani lagi gue remukkan ya,Abusive
bro cuk berani ribut sama gue? mati duluan lo,Abusive
lo tau ga kontol lo pikir gue lupa? gue bales nih,Abusive
bajingan lo gue bikin kecelakaan lo keliatan alami,Abusive
dengerin gue kampret salah transfer nominal nih,Normal
hei brengsek lo gue tunggu di parkiran anjir,Abusive
tai cewek yang bebas itu murahan cok,Harassment
cuy asu lo cewek minta diapain pake baju itu nih,Harassment
woi bajingan dasar kafir ga usah ikut campur oi,Hate Speech
gue bilang jancok dasar keturunan asing minta diusir gila,Hate Speech
woi goblok lo ganggu lagi gue bacok beneran,Abusive
woi sialan cewek karier tapi ga jaga diri anjir,Harassment
bro duh lupa ada meeting pagi ini ya,Normal
woi keparat lo nyari mati ya,Abusive
dengerin gue bangsat cewek matre emang dari sananya sih,Harassment
woi bajingan dasar keturunan mereka berbahaya loh,Hate Speech
oi kontol orang dari etnis itu emang penipu parah,Hate Speech
dengerin gue gila udah usaha keras nilainya segini loh,Normal
bangsat dasar ras inferior ga ada gunanya nih,Hate Speech
oi tai lo ngomong lagi gue tonjok nih,Abusive
gue bilang astagfirullah lupa makan dari tadi serius,Normal
woi duh lupa ada meeting pagi ini ya,Normal
tai cewek yang banyak minta itu menyebalkan gila,Harassment
dengerin gue anjing orang dari sana emang jorok emang,Hate Speech
gue bilang brengsek minta dihajar sampai cacat ya,Abusive
cuy keparat lo cewek cantik tapi minta macam macam emang,Harassment
asu gue injek kepala lo sampai gepeng ga?,Abusive
kampret salah transfer nominal oi,Normal
woi cuk berani ribut sama gue? mati duluan lo emang,Abusive
cuy asu dasar keturunan cina ga akan loyal serius,Hate Speech
oi keparat cewek suka dugem ga ada nilainya ga?,Harassment
hei jancok perempuan terlalu bebas kebablasan anjir,Harassment
woi brengsek perempuan jangan terlalu banyak tuntutan nih,Harassment
jancok cewek karir itu biasanya gampangan ga?,Harassment
bro bangsat lo minta digebuk emang ga?,Abusive
dengerin gue asu lo cewek kelakuannya mengundang banget beneran,Harassment
hei bangsat dasar golongan rendah ga berguna emang,Hate Speech
cuy bangsat lo minta digebuk emang oi,Abusive
anjing lo berani sama gue? gue bacok lo,Abusive
kampret salah masuk kelas malu banget loh,Normal
dengerin gue kontol perempuan itu ga pantas pimpin negara parah,Harassment
bro brengsek dasar suku itu ga mau baur parah,Hate Speech
lo tau ga jancok berani lawan gue? nyawa lo taruhan sih,Abusive
woi tai dasar orang itu menguasai ekonomi kita serius,Hate Speech
gue bilang goblok lo minta dihajar ya nih,Abusive
dengerin gue sialan cewek karier tapi ga jaga diri anjir,Harassment
hei bangsat dasar ras inferior ga ada gunanya ga?,Hate Speech
cuy jancok dasar suku itu bikin masalah mulu banget,Hate Speech
oi anjir lupa charge hp dari tadi gila,Normal
sialan cewek terlalu vokal itu melelahkan ga?,Harassment
gue bilang sialan lo gue ketok kepala lo pake batu ga?,Abusive
gue bilang jancok berani lawan gue? nyawa lo taruhan emang,Abusive
oi sialan gerobak es krim udah pergi,Normal
dengerin gue brengsek dasar orang itu ga usah tinggal di sini bro,Hate Speech
hei anjir koneksi internet lelet parah anjir,Normal
woi sialan perempuan yang suka keluar malam ga?,Harassment
oi buset parkiran penuh semua,Normal
hei jancok lo gue tunggu sampai kapanpun banget,Abusive
cuy duh lupa bawa dompet kampret bro,Normal
dengerin gue kontol lo gue hajar sampai mampus oi,Abusive
dengerin gue bajingan cewek pake baju begitu minta apa serius,Harassment
gue bilang kampret koneksi zoom putus pas presentasi ga?,Normal
dengerin gue gue capek banget astaga ya,Normal
lo tau ga bajingan dasar kafir penyembah berhala serius,Hate Speech
woi tai lo ngomong lagi gue tonjok cok,Abusive
bro gila tagihan listrik naik lagi bulan ini,Normal
dengerin gue anjing dasar kafir punya agama sesat serius,Hate Speech
dengerin gue brengsek dasar pendatang ga tau diri banget,Hate Speech
cuy anjing lo cewek ga usah sok kuat cok,Harassment
bangsat lo pecahin kepala lo baru tau banget,Abusive
bro gila hujannya deras banget ga ada berhentinya parah,Normal
dengerin gue sialan dasar orang dari sana jorok emang bro,Hate Speech
cuy bajingan dasar keturunan mereka berbahaya emang,Hate Speech
cuy kontol lo ga akan bisa kabur emang,Abusive
dengerin gue anjing dasar kafir punya agama sesat cok,Hate Speech
dengerin gue tai dasar golongan itu ga bisa dipercaya loh,Hate Speech
cuy duh salah jalan lagi nyasar loh,Normal
cuy gue capek banget astaga serius,Normal
dengerin gue asu dasar pendatang harus tahu tempatnya bro,Hate Speech
cuy sialan cewek karier tapi ga jaga diri emang,Harassment
bro goblok lo nyari mati ya ganggu gue ya,Abusive
bro gila hujannya deras banget ga ada berhentinya serius,Normal
cuy anjing dasar kafir haram minta diusir gila,Hate Speech
bro asu lo pikir gue main main? gue serius cok,Abusive
hei brengsek lo gue racuni pelan pelan,Abusive
gue bilang jancok cewek karir itu biasanya gampangan emang,Harassment
sialan antrian panjang banget anjir,Normal
jancok dasar keturunan asing ga berbudaya bro,Hate Speech
oi buset harga naik lagi deh kan,Normal
gila hujannya deras banget ga ada berhentinya,Normal
oi duh salah jalan lagi nyasar ga?,Normal
anjing lo cewek ga usah sok kuat serius,Harassment
hei anjing dasar golongan itu ga ada baiknya anjir,Hate Speech
eh keparat lo seksi banget kapan bisa gue pegang anjir,Harassment
hei goblok gue lacak lo ke manapun ga?,Abusive
anjing orang dari sana emang jorok gila,Hate Speech
woi kontol orang itu emang rendah dari sananya bro,Hate Speech
sialan lo gue ketok kepala lo pake batu anjir,Abusive
dengerin gue asu lo pikir gue main main? gue serius emang,Abusive
dengerin gue tai cewek yang bebas itu murahan nih,Harassment
cuy waduh deadline bentar lagi belum mulai nih,Normal
bro asu lo tau ga badan lo mengundang banget cok,Harassment
oi bangsat dasar golongan rendah ga berguna serius,Hate Speech
goblok gue lacak lo ke manapun gila,Abusive
hei gila sih cuacanya panas banget hari ini bro,Normal
bro bangsat lo cewek jangan terlalu ambisius bro,Harassment
hei tai dasar golongan itu ga bisa dipercaya oi,Hate Speech
gue bilang sialan cewek yang suka selfie itu narsis parah,Harassment
lo tau ga goblok cewek terlalu pintar itu ga normal serius,Harassment
dengerin gue goblok lo minta dihajar ya oi,Abusive
woi kontol lo pikir gue takut? parah,Abusive
dengerin gue anjir lupa matiin kompor dari rumah cok,Normal
bro bajingan lo gue cincang ntar parah,Abusive
oi bajingan lo cewek kenapa terlalu ambisius cok,Harassment
woi gila semua meja penuh di kantin serius,Normal
lo tau ga jancok perempuan jangan sok bisa semua serius,Harassment
hei bajingan dasar keturunan mereka semua sama banget,Hate Speech
bro kontol perempuan itu ga pantas pimpin negara bro,Harassment
cuy tai cewek yang banyak minta itu menyebalkan loh,Harassment
gue bilang tai dasar ras itu ga ada harganya beneran,Hate Speech
dengerin gue sialan cewek karier tapi ga jaga diri banget,Harassment
hei anjing perempuan ga usah sok bisa pimpin bro,Harassment
woi duh lupa ada janji sama orang cok,Normal
oi asu dasar keturunan cina ga akan loyal cok,Hate Speech
goblok lo ganggu lagi gue bacok anjir,Abusive
gue bilang duh salah jalan lagi nyasar kan,Normal
bro bajingan lo cewek kenapa terlalu ambisius gila,Harassment
cuy keparat lo seksi banget kapan bisa gue pegang nih,Harassment
hei kontol lo pikir gue takut? serius,Abusive
woi tai berani lagi gue remukkan anjir,Abusive
hei anjing perempuan ga usah sok bisa pimpin kan,Harassment
anjir koneksi internet lelet parah,Normal
eh tai cewek yang bebas itu murahan serius,Harassment
cuy duh lupa kirim tugas kemarin nih,Normal
dengerin gue astagfirullah lupa makan dari tadi,Normal
hei kontol lo mau gue penggal sekarang beneran,Abusive
eh sialan lo awas ketemu gue di luar anjir,Abusive
bangsat lo cewek jangan terlalu ambisius parah,Harassment
hei goblok lo cewek cantik tapi otak kosong sih,Harassment
dengerin gue aduh ngantuk banget pengen bobo bro,Normal
hei sialan cewek karier tapi ga jaga diri,Harassment
oi sialan dasar keturunan pki harus dibasmi emang,Hate Speech
bro asu dasar kafir laknat sesat semua kan,Hate Speech
gue bilang jancok lo berani lawan gue? salah pilihan hidup serius,Abusive
dengerin gue asu dasar pendatang harus tahu tempatnya oi,Hate Speech
dengerin gue gila udah usaha keras nilainya segini banget,Normal
hei brengsek lo gue tunggu di parkiran sih,Abusive
dengerin gue duh salah jalan lagi nyasar beneran,Normal
eh keparat lo cewek emang dasarnya lemah ya,Harassment
cuy anjing perempuan ga usah sok bisa pimpin ga?,Harassment
dengerin gue brengsek dasar pendatang ga tau diri ya,Hate Speech
bajingan gue siapkan golok buat lo,Abusive
oi brengsek perempuan moodyan ga bisa dipegang loh,Harassment
dengerin gue buset parkiran penuh semua,Normal
bro bajingan lo cantik tapi kelakuan ga bener parah,Harassment
bro sialan dasar keturunan pki harus dibasmi ya,Hate Speech
bro kontol lo gue hajar sampai mampus sih,Abusive
dengerin gue anjir koneksi internet lelet parah bro,Normal
goblok minta ditusuk emang lo beneran,Abusive
lo tau ga sialan lo gue cabut gigi lo satu satu emang,Abusive
bangsat lo pecahin kepala lo baru tau anjir,Abusive
bro waduh deadline bentar lagi belum mulai serius,Normal
eh bangsat lo pecahin kepala lo baru tau serius,Abusive
eh gila sih cuacanya panas banget hari ini gila,Normal
woi tai lo pamer foto begitu siapa yang senang,Harassment
woi tai dasar keturunan babi haram,Hate Speech
oi bajingan lo gue bikin kecelakaan lo keliatan alami,Abusive
dengerin gue jancok cewek karir itu biasanya gampangan parah,Harassment
lo tau ga keparat dasar ras itu rendahan dari sananya ya,Hate Speech
bro kontol lo foto malam malam minta apa parah,Harassment
hei jancok cewek karir itu biasanya gampangan oi,Harassment
gue bilang bah ribet banget prosedurnya serius,Normal
tai dasar keturunan babi haram sih,Hate Speech
oi tai dasar keturunan babi haram kan,Hate Speech
dengerin gue bajingan lo gue bikin kecelakaan lo keliatan alami parah,Abusive
duh lupa ada janji sama orang,Normal
cuy goblok lo ganggu lagi gue bacok ya,Abusive
oi tai perempuan berkarir itu ninggalin keluarga loh,Harassment
bro asu gue injek kepala lo sampai gepeng parah,Abusive
cuy kontol orang dari etnis itu emang penipu sih,Hate Speech
oi goblok lo ganggu lagi gue bacok kan,Abusive
dengerin gue tai dasar keturunan babi haram emang,Hate Speech
bajingan lo cantik tapi kelakuan ga bener ya,Harassment
eh asu lo tau ga lo mengundang pria dengan baju itu loh,Harassment
bro tai cewek yang bebas itu murahan cok,Harassment
woi anjir lupa beli minum dari tadi haus serius,Normal
lo tau ga brengsek minta dihajar sampai cacat serius,Abusive
bro cewek kontol lu cuma bisa pamer doang bro,Harassment
cuy tai dasar golongan itu ga bisa dipercaya,Hate Speech
dengerin gue bangsat gue bawa celurit buat lo ntar bro,Abusive
eh bangsat dasar suku itu ga bisa dipegang emang,Hate Speech
woi jancok perempuan terlalu bebas kebablasan anjir,Harassment
cuy anjing dasar kafir punya agama sesat sih,Hate Speech
bro gila semua meja penuh di kantin cok,Normal
woi jancok cewek yang terlalu bebas tidak terjaga loh,Harassment
hei tai perempuan jaman sekarang kebablasan kan,Harassment
eh goblok dasar suku itu monopoli mulu banget,Hate Speech
anjing lo cewek ga usah sok kuat anjir,Harassment
anjir nilai gue ancur parah banget loh,Normal
cuy goblok dasar pribumi malas ga mau maju,Hate Speech
asu gue injek kepala lo sampai gepeng nih,Abusive
bro tai dasar golongan itu ga bisa dipercaya gila,Hate Speech
woi bangsat lo mau gue bunuh pelan pelan cok,Abusive
gue bilang keparat dasar pendatang mau ambil alih negara banget,Hate Speech
lo tau ga gila tagihan listrik naik lagi bulan ini gila,Normal
bro brengsek cewek modern itu lupa kodrat cok,Harassment
gue bilang goblok dasar ras itu inferior ga ada gunanya parah,Hate Speech
cuy kontol lo foto malam malam minta apa sih,Harassment
dengerin gue keparat lo nyari mati ya,Abusive
oi asu dasar kafir ga pantas hidup di sini gila,Hate Speech
woi bajingan lo gue kirim orang malem ini parah,Abusive
goblok dasar ras itu inferior ga ada gunanya cok,Hate Speech
dengerin gue sialan antrian panjang banget loh,Normal
woi asu lo tau ga badan lo mengundang banget parah,Harassment
woi sialan lo ga akan aman dari gue sih,Abusive
eh tai perempuan berkarir itu ninggalin keluarga loh,Harassment
hei asu lo cewek minta diapain pake baju itu nih,Harassment
hei sialan ban kempes pas mau berangkat emang,Normal
cuy jancok cewek karir itu biasanya gampangan anjir,Harassment
lo tau ga kontol lo ga akan bisa kabur bro,Abusive
eh sialan perempuan yang suka keluar malam ga?,Harassment
dengerin gue sialan dasar orang dari sana jorok emang emang,Hate Speech
oi brengsek lo gue potong jari lo serius,Abusive
woi buset parkiran penuh semua oi,Normal
eh gila udah usaha keras nilainya segini nih,Normal
oi bajingan cewek pake baju begitu minta apa parah,Harassment
oi anjir macet dari tadi ga gerak gerak gila,Normal
oi bah ribet banget prosedurnya parah,Normal
oi brengsek dasar orang itu ga punya malu gila,Hate Speech
hei keparat dasar pendatang mau ambil alih negara serius,Hate Speech
bro tai perempuan berkarir itu ninggalin keluarga banget,Harassment
woi bah kaki pegel banget habis jalan jauh kan,Normal
oi sialan perempuan yang suka keluar malam nih,Harassment
dengerin gue sialan cewek karier tapi ga jaga diri sih,Harassment
lo tau ga jancok lo awas tidur nyenyak cok,Abusive
oi kampret kehujanan ga bawa payung loh,Normal
bro kampret lo nyari masalah sama orang salah ya,Abusive
oi anjing gue siapkan sesuatu buat lo ya,Abusive
woi sialan dasar orang dari sana jorok emang emang,Hate Speech
hei anjir macet banget hari ini ga karuan gila,Normal
dengerin gue sialan lo awas ketemu gue di luar anjir,Abusive
eh jancok perempuan terlalu bebas kebablasan kan,Harassment
oi jancok lo awas tidur nyenyak bro,Abusive
bangsat lo mau gue bunuh pelan pelan loh,Abusive
kontol lo ga akan bisa kabur serius,Abusive
eh keparat dasar suku itu kasar dari lahir nih,Hate Speech
woi tai cewek yang banyak minta itu menyebalkan sih,Harassment
oi anjing berani sentuh orang gue gue habisin sih,Abusive
eh bangsat lo seksi parah bikin susah fokus parah,Harassment
bro brengsek perempuan jangan terlalu banyak tuntutan loh,Harassment
eh tai dasar ras itu ga ada harganya serius,Hate Speech
lo tau ga sialan lo gue ketok kepala lo pake batu bro,Abusive
gue bilang bajingan lo cewek kenapa terlalu ambisius nih,Harassment
gue bilang kontol perempuan itu ga pantas pimpin negara serius,Harassment
buset telat bangun lagi nih loh,Normal
cuy bangsat cewek matre emang dari sananya ga?,Harassment
gue bilang sialan dasar orang dari sana jorok emang ga?,Hate Speech
cuy bajingan dasar kafir penyembah berhala emang,Hate Speech
gue bilang jancok lo awas tidur nyenyak oi,Abusive
woi anjir antrian kasir panjang banget,Normal
anjing dasar kafir laknat ga tau diri ga?,Hate Speech
gue bilang sialan perempuan yang suka keluar malam cok,Harassment
eh kontol dasar ras itu terbukti jahat bro,Hate Speech
kontol perempuan itu ujungnya tetap butuh pria,Harassment
eh asu dasar kafir laknat sesat semua gila,Hate Speech
woi anjing gue patahkan tulang lo satu satu serius,Abusive
hei goblok dasar orang sana primitif banget cok,Hate Speech
cuy asu dasar pendatang harus tahu tempatnya kan,Hate Speech
hei kampret salah transfer nominal ga?,Normal
